mse_similarity_score,pcs,model_family,highlighted
0.9232277942485093,0.016302618649493915,baseMean,True
0.8558481077239092,0.010835831354009475,chemCPA,True
0.93668897674387,0.01592203831573509,XPert,True
0.944192977076503,0.0024546566563620007,STATE-ST,True
0.9354639135312233,0.01226740682881613,PrePR-CT,True
0.8987151336709454,0.017022236016957314,MAP,True
0.8698294649581145,0.0038313372101107606,XPert,True
0.8561476599387071,0.017454111867547844,chemCPA,True
0.8109575762953658,0.0025466565679330166,XPert,True
0.8751264822253415,0.026372020918954398,biolord,True
0.9325388573357661,0.020437302711107188,baseMean,True
0.8592881629844269,0.008311828507001035,cycleCDR,True
0.8416322009891387,0.017606217253033154,PrePR-CT,True
0.878428913224692,0.023934532242235036,LR,True
0.9650620364634888,0.032475701491448586,PerturbDiff,True
0.8918923950428598,0.03943552691793832,PrePR-CT,True
0.8936928652981617,0.010664590720614407,XPert,True
0.8782410573485533,0.05041206134618885,CPA,True
0.9350181703050702,0.003363440298929778,baseMean,True
0.8632372788324106,0.00438046537777713,STATE-ST,True
0.9316707371975954,0.03896879779122654,baseMean,True
0.87016963697227,0.019543480447527056,PrePR-CT,True
0.9356806931405031,0.018045033877126172,PrePR-CT,True
0.8986196755338633,0.022524107312685435,PerturbDiff,True
0.8891105366223299,0.03881766611311374,cycleCDR,True
0.9325457725860815,0.046800945296984885,LR,True
0.9472046339451907,0.027445960597576917,XPert,True
0.8450400414040187,0.015988665292735647,PerturbDiff,True
0.8375793928578171,0.04870326870609099,biolord,True
0.8908116282073757,0.017507888642283767,XPert,True
0.8501505983824479,0.013807044797507927,cycleCDR,True
0.9166181182454096,0.03009792499486819,MAP,True
0.8468687408421242,0.01696256947642171,chemCPA,True
0.869675724340885,0.01183474887899384,chemCPA,True
0.8515264640957754,0.029497635543191403,baseMean,True
0.8348361611128924,0.02811783179159648,PrePR-CT,True
0.9341820807305377,0.021751465001223592,chemCPA,True
0.8741247780518158,0.03273632190195299,STATE-ST,True
0.8832736981643081,0.04239412520617009,XPert,True
0.9495318321702909,0.01564249619390203,baseMean,True
0.8805981701353874,0.026042346917611526,XPert,True
0.8926130051663823,0.028767587240652103,MLP,True
0.8517460476445876,0.017349939871775136,XPert,True
0.8668703894870659,0.03516856731767641,STATE-ST,True
0.9362279950187313,0.014507879972767052,chemCPA,True
0.9159849272920906,0.019461509466276186,PrePR-CT,True
0.8693328672136944,0.030947993989861755,biolord,True
0.8535725585985123,0.034393907822295684,Squidiff,True
0.8346765223612828,0.03636927168069564,PerturbDiff,True
0.9312940972280614,0.003194939447619466,PrePR-CT,True
0.9164754580874923,0.0320670899805024,baseMean,True
0.9117678348538351,0.011730312806006213,STATE-ST,True
0.9361840707981939,0.022632217458731944,PrePR-CT,True
0.9390275007014427,0.011787485760841192,PrePR-CT,True
0.8314438157300303,0.011596403927860183,PrePR-CT,True
0.8278879749152251,0.04812508403828088,CPA,True
0.9099999687714571,0.005120101560438529,PrePR-CT,True
0.8701522064259163,0.02094055816287299,Squidiff,True
0.8727242500638388,0.02644511250569426,chemCPA,True
0.9087832752251841,0.009364064828338584,LR,True
0.8512536419050745,0.019790073868649036,MAP,True
0.9419215672256557,0.010874644729776436,PrePR-CT,True
0.8883058892415958,0.04566144554576175,LR,True
0.9483070115859404,0.002355950325181496,PrePR-CT,True
0.8921023546260493,0.004492825571068156,LR,True
0.9025781318591395,0.030550252546055992,Squidiff,True
0.8984169617111704,0.0053603227277470395,MLP,True
0.905496581741646,0.017498023861560522,STATE-ST,True
0.9406037715261334,0.0317189443067249,PRnet,True
0.9160610305053446,0.03222272754093208,STATE-ST,True
0.8743627871507383,0.022997004894087035,CPA,True
0.9654900748336457,0.04532015706705,chemCPA,True
0.9373840155929956,0.043020722527322273,Squidiff,True
0.9460980695849524,0.037032903313183325,MAP,True
0.8553919437639796,0.006428413306386536,cycleCDR,True
0.8815561517316096,0.018921443072936077,cycleCDR,True
0.925060641028449,0.01483778490812817,Squidiff,True
0.8291841548978102,0.009056492579418481,PRnet,True
0.935595627442577,0.005369665866928088,XPert,True
0.9295372008971613,0.004015658105189784,MLP,True
0.8981055309895621,0.037244327539872925,biolord,True
0.9189073618545742,0.0026491678274294045,MAP,True
0.9049432439783709,0.013052197416159279,cycleCDR,True
0.9227534173913019,0.03357414822724953,chemCPA,True
0.8888633595861455,0.021641838929290735,CPA,True
0.8633301895910397,0.0059046986119075445,MAP,True
0.8604024100892911,0.00906973609674586,cycleCDR,True
0.8807284511112972,0.02845523344579999,Squidiff,True
0.9362606441303878,0.013225349461564175,biolord,True
0.8632592290806805,0.029213549567793894,STATE-ST,True
0.8615308866049196,0.01614737100094566,STATE-ST,True
0.940713646236506,0.029209396387400194,cycleCDR,True
0.9147197076649976,0.005356337871133328,PrePR-CT,True
0.8766664094481281,0.0014772566062089957,cycleCDR,True
0.8892141437658884,0.01631312053682717,biolord,True
0.8770520109503751,0.015287048426056663,PrePR-CT,True
0.8690616627271941,0.016722242259151265,Squidiff,True
0.9210860282297483,0.03818395621676531,LR,True
0.9066475141385366,0.0008323362664746383,CPA,True
0.9429739271700339,0.03525326528094995,XPert,True
0.9123350400282776,0.015825113754731838,STATE-ST,True
0.8991561101105495,0.012486973314168157,CPA,True
0.8929655893343077,0.009836013335053316,STATE-ST,True
0.9200462598611777,0.011544769366373366,STATE-ST,True
0.8978249615384921,0.016048823310098326,LR,True
0.9082904001490757,0.00904951814336013,PRnet,True
0.8953195014864266,0.023553323521361188,CPA,True
0.9589478440091704,0.018555926702246404,CPA,True
0.9009888227640719,0.02782182682943023,STATE-ST,True
0.9312934965120918,0.03728310640274791,CPA,True
0.9279801154489983,0.05041257052182721,CPA,True
0.9061349223442569,0.032625296465471694,XPert,True
0.8263039584952798,0.031116640379116656,LR,True
0.880773926642084,0.05051330909893708,cycleCDR,True
0.8425381470787319,0.008913928014122474,chemCPA,True
0.9251215723514862,0.02818424202801055,STATE-ST,True
0.8978593000583015,0.0011133601459174212,CPA,True
0.904513085311347,0.004933607141566411,MAP,True
0.9474635475140745,0.013086079277219498,cycleCDR,True
0.9400689446866067,0.017282742764261227,CPA,True
0.8921205976416813,0.03307770541362473,PerturbDiff,True
0.8848314328207644,0.03356985756142879,LR,True
0.9544402820390879,0.012175489255822446,STATE-ST,True
0.9485740423337407,0.02475779331046663,Squidiff,True
0.8595997579549479,0.00935448271665127,PrePR-CT,True
0.9142667132647717,0.0078047719000567724,baseMean,True
0.8976964023678772,0.017509117468541675,chemCPA,True
0.9245230837875961,0.028586412909796848,PrePR-CT,True
0.8991170912216973,0.004003349482781318,MLP,True
0.8634166622418271,0.03044744900786043,PRnet,True
0.8690935014542979,0.02963315803425079,MAP,True
0.9038437798730534,0.0258778978948201,STATE-ST,True
0.9401211755173059,0.012927328655282996,XPert,True
0.8707196986542466,0.023492183337239816,PerturbDiff,True
0.9191154509017698,0.020862507883429124,CPA,True
0.8738137367775884,0.029643204640070062,CPA,True
0.9251059934179419,0.04882323890256329,STATE-ST,True
0.892624305477835,0.008704585864655418,MAP,True
0.8778000023433872,0.012604377667396242,PrePR-CT,True
0.8890289650790166,0.007768412732877297,MLP,True
0.9569923765208077,0.007388159696108051,cycleCDR,True
0.8712116094627183,0.03810539828529333,baseMean,True
0.8925476371004296,0.0031805481681808794,CPA,True
0.892103827443058,0.03658590091982331,CPA,True
0.8474046567260826,0.017737316473342493,XPert,True
0.8567056130072443,0.02267219283965183,chemCPA,True
0.9330233449030462,0.049761933259914105,baseMean,True
0.9307969001456219,0.011281390045321794,cycleCDR,True
0.9092176232266054,0.05244895119430154,LR,True
0.8820033207522362,0.006689479218448727,PrePR-CT,True
0.9204594936838935,0.039946141480243155,STATE-ST,True
0.934798563083693,0.006818203502242127,PRnet,True
0.8535545070360774,0.02904247599847485,XPert,True
0.8825450491024022,0.044275558170253734,PerturbDiff,True
0.9488875130374461,0.0028915146629597153,MAP,True
0.923127576621767,0.05061501812560586,cycleCDR,True
0.8988503990033413,0.033417432319413076,CPA,True
0.8912347539096306,0.024419955708718466,Squidiff,True
0.9160498495162008,0.02452667675254778,Squidiff,True
0.8531172758067662,0.024257861822724127,PerturbDiff,True
0.9215053929128604,0.0013606433248345075,CPA,True
0.9502264906731349,0.016889704535200688,chemCPA,True
0.9273646075443203,0.04440023093640934,baseMean,True
0.8762268751761839,0.050741547214031076,PRnet,True
0.9565457700657002,0.028938686132572288,PerturbDiff,True
0.8971192773758931,0.011410043785526047,CPA,True
0.9174403873825422,0.0065462300235429515,XPert,True
0.9377244444938565,0.02069234293523091,cycleCDR,True
0.9358296699700146,0.017235159237350278,cycleCDR,True
0.944185846487652,0.002700683908539257,PerturbDiff,True
0.9344363042146593,0.002682661960727037,baseMean,True
0.8636013111296099,0.020451489371486244,STATE-ST,True
0.9268449993679582,0.0065253881857900336,PRnet,True
0.8746192150846708,0.020926635127585545,PerturbDiff,True
0.8991821631622838,0.035920904765210544,chemCPA,True
0.8663434893604585,0.018451443978582737,STATE-ST,True
0.8802942190156399,0.04758415926536086,LR,True
0.9103301609033791,0.01126959152584312,baseMean,True
0.896960087877551,0.0009291417501047889,MAP,True
0.9559034267014832,0.005447133948565522,MAP,True
0.9246950648159937,0.014943343885306533,chemCPA,True
0.9553173091006261,0.04642972336410684,XPert,True
0.8578439548180101,0.012609604304985898,baseMean,True
0.9473213127325455,0.024864664379465135,Squidiff,True
0.9591869903063011,0.002919116170911133,MAP,True
0.8840121929004926,0.01685565248173626,MAP,True
0.8955703919092006,0.027760583404761507,PrePR-CT,True
0.9447590895921677,0.034759930613028955,CPA,True
0.8776812340453597,0.027724269848481385,XPert,True
0.8696751141783113,0.04430424260127844,STATE-ST,True
0.8927145496576573,0.004278693688199878,LR,True
0.9282876934632057,0.008008389821691093,biolord,True
0.8904636139009066,0.015878912079189206,XPert,True
0.923113937242513,0.05179228241498217,Squidiff,True
0.9140937941259324,0.010061830108681644,PrePR-CT,True
0.8557192652449037,0.043290731798663266,CPA,True
0.9615022979240663,0.02565919270356434,STATE-ST,True
0.904707007338593,0.011924635021735235,PrePR-CT,True
0.8239751309002934,0.00899834376995606,XPert,True
0.952622352019675,0.04119805171838908,Squidiff,True
0.9268301553079918,0.017632748348487746,biolord,True
0.849337875967384,0.055525469029579,chemCPA,True
0.8916248457554083,0.02319644058353053,MLP,True
0.908458704597351,0.025073190244505373,biolord,True
0.8689713886861401,0.02410220082069398,STATE-ST,True
0.9574414662007092,0.021847477127503172,XPert,True
0.955233467880668,0.006207815824711882,cycleCDR,True
0.8463434526834759,0.00558454293498058,MAP,True
0.9248571058055042,0.0031001325439606207,PerturbDiff,True
0.9378741293319288,0.04790838926920224,MLP,True
0.8215814244651968,0.012494885558689878,cycleCDR,True
0.8266788577183579,0.029903671107990665,CPA,True
0.8910324245311217,0.042557599218382876,PerturbDiff,True
0.8847010728457566,0.025526761375946828,cycleCDR,True
0.8998598827735822,0.013560551112025733,MLP,True
0.91371653344817,0.04162195932708035,XPert,True
0.9173730683412721,0.0220097574854657,Squidiff,True
0.8764184792504129,0.019259516646010184,STATE-ST,True
0.8728263398892586,0.0041649500291858705,LR,True
0.8839524093848073,0.019685452113310103,PerturbDiff,True
0.9293490002589587,0.006423715319454815,PrePR-CT,True
0.916841300927208,0.026301068606384283,chemCPA,True
0.9416081232387853,0.007019234597839893,CPA,True
0.8425571770437937,0.04289195144899597,PerturbDiff,True
0.84076276325132,0.002823744200859408,biolord,True
0.8481539464676846,0.04682710306739587,LR,True
0.9031706487770528,0.00783020205827967,biolord,True
0.884161166497074,0.005177600191109329,biolord,True
0.8611683180561672,0.0038330398741988243,LR,True
0.9064669671134489,0.04938899531913254,PrePR-CT,True
0.9229676825455297,0.021931505490257294,PrePR-CT,True
0.9181026489006718,0.007591691881569423,MAP,True
0.9128039652770636,0.03572258866374066,MLP,True
0.9017538476276531,0.010980815907680101,LR,True
0.828296434707336,0.018932712926075474,MAP,True
0.8778036290638869,0.03846589520699604,STATE-ST,True
0.91769703874683,0.008804369826158374,cycleCDR,True
0.8981243611674763,0.010185731054730099,XPert,True
0.9147692110114869,0.00535056299691375,XPert,True
0.9233205366751127,0.009925545361935618,chemCPA,True
0.9075548260313023,0.015128859311477373,CPA,True
0.965056530571399,0.016204051591532317,MLP,True
0.8402636675559181,0.029782976017139758,Squidiff,True
0.9397588360317932,0.002416201237819369,biolord,True
0.8741891204326324,0.05765773157249975,STATE-ST,True
0.9321944166741427,0.01434257577442179,MLP,True
0.9631710095941033,0.010872880006323667,PRnet,True
0.8242333445484146,0.035895373109724134,STATE-ST,True
0.9362179385240065,0.015344932268913461,MAP,True
0.9212041804921862,0.026181696785545494,MAP,True
0.9022299625243566,0.005833479545709547,Squidiff,True
0.8892005415129366,0.03020794311325828,MAP,True
0.920296225493563,0.013027203973264295,PerturbDiff,True
0.8948937086423098,0.007661925544419331,PerturbDiff,True
0.832428887273716,0.007784621763697371,Squidiff,True
0.9242711546500019,0.012322331213648615,PerturbDiff,True
0.8549071427305196,0.011573813227300389,PRnet,True
0.9000410464694538,0.042560102699411954,PrePR-CT,True
0.902836517645484,0.014955012884382043,STATE-ST,True
0.9124956457668529,0.04144349458663816,cycleCDR,True
0.8803965824301229,0.05141755845419794,chemCPA,True
0.900047492424904,0.014219667695722854,Squidiff,True
0.8788349443928254,0.007479288672130527,PRnet,True
0.9178243035542408,0.0391427516519119,CPA,True
0.8678596718543381,0.030333110039680502,chemCPA,True
0.9145807533949812,0.03426917571333623,MAP,True
0.9115641794592508,0.007207498829101413,STATE-ST,True
0.9028091750504017,0.043319970230876866,Squidiff,True
0.8940097862013864,0.030255484512728407,PRnet,True
0.8739687238511537,0.016864120273904385,MLP,True
0.8778523487144125,0.025358965380992606,STATE-ST,True
0.9581931933463248,0.014825313237464333,LR,True
0.8712021445052037,0.0072995419845854675,cycleCDR,True
0.9089512128857818,0.005966177064719188,STATE-ST,True
0.8653339106786776,0.0028472659919655907,biolord,True
0.8766349808231981,0.02670372358665891,MAP,True
0.8347691972753905,0.017894835571677398,biolord,True
0.8210541339628628,0.021167264715860112,MAP,True
0.8959210573334672,0.023696389459654448,MAP,True
0.9410958980652229,0.015154533366462322,PerturbDiff,True
0.8973991895334789,0.025039872207852313,Squidiff,True
0.9075550747772667,0.01788607753086292,baseMean,True
0.8852932232232626,0.030523135598233584,CPA,True
0.9235836389346826,0.010496823941669134,MAP,True
0.842915262518646,0.033772756037662256,chemCPA,True
0.8906227239329193,0.014862978626047883,STATE-ST,True
0.9607325975263573,0.03933203034369013,XPert,True
0.8645292640034661,0.01688138777173717,cycleCDR,True
0.9316971834037073,0.0033727982123651517,PRnet,True
0.9155780995996998,0.019680537024442883,baseMean,True
0.8895135308676597,0.013089388863214058,MLP,True
0.5519269772114589,0.7420589478069528,PRnet,False
0.3592580953425662,0.7606966256324796,LR,False
0.5244541948323945,0.252106343171519,biolord,False
0.44666100115024654,1.0,chemCPA,False
0.3338382100900839,0.4884920968301937,CPA,False
0.7134459753276936,0.9703863562485164,PrePR-CT,False
0.5219007994499075,1.0,baseMean,False
0.6084236399675025,0.7439200154914848,STATE-ST,False
0.4138080074422299,0.4596561615651921,STATE-ST,False
0.281323290849026,0.9962149579230998,PrePR-CT,False
0.47056665508604106,0.7319129807173378,Squidiff,False
0.75,0.0020589299388850597,STATE-ST,False
0.7281605770611929,0.2476547693277897,PRnet,False
0.5821293842718589,0.9893782589332473,PerturbDiff,False
0.3929086944119236,0.25984231009796,CPA,False
0.5417690220707557,0.9999217948899383,cycleCDR,False
0.7824142488996754,0.7448224083157867,cycleCDR,False
0.5689450739963746,0.29310701105884357,PerturbDiff,False
0.5728792981502169,0.5194972926553572,XPert,False
0.4371835301406064,0.23445546332815162,cycleCDR,False
0.6254287676175231,1.0,chemCPA,False
0.7298926905395804,0.4938362377311286,MLP,False
0.7123261480720543,0.25194578552414143,biolord,False
0.48223574531500746,0.22536365559522445,PRnet,False
0.17181288197504524,0.46177655229004033,LR,False
0.5071512388805919,0.4766523360349484,PerturbDiff,False
0.4353885592009591,0.006634768224208155,MLP,False
0.6121451713786933,0.49086051457183627,PrePR-CT,False
0.27595468718527105,1.0,chemCPA,False
0.45310147277560026,0.46414962122008496,PerturbDiff,False
0.709836887106882,1.0,STATE-ST,False
0.75,0.02477317099516866,baseMean,False
0.4989434049146418,0.02048722421090723,PrePR-CT,False
0.6620102944590035,0.517518555830513,PRnet,False
0.7105453261663773,0.7695607356582419,MAP,False
0.5966974018725917,0.23028791610859092,cycleCDR,False
0.3461202958435551,0.9768670554698567,PrePR-CT,False
0.47857892079946124,0.5074716646751227,CPA,False
0.5195121162258439,0.24598622632694944,XPert,False
0.41840605583181395,1.0,XPert,False
0.6097532258780689,0.0,LR,False
0.4997251040829646,0.4745096898551669,STATE-ST,False
0.5487864971427817,1.0,STATE-ST,False
0.7054807906848618,0.0075942493996002045,PrePR-CT,False
0.3377557398237381,0.48708325833981647,PRnet,False
0.596524941675979,0.014155323555412621,baseMean,False
0.6576721267807779,0.7346612425224924,MAP,False
0.3538839441697443,0.7690239477356273,chemCPA,False
0.4733477335200226,0.9927220877350135,MLP,False
0.6107413174301426,0.7440294644753667,MAP,False
0.75,0.0,XPert,False
0.1874598950446991,0.4745615604474775,PerturbDiff,False
0.7291683168312466,0.997026618418203,biolord,False
0.4842314987768641,0.9838190972549157,LR,False
0.5488538855731059,0.23643509795992718,PerturbDiff,False
0.9030950848171573,0.46828727202908493,XPert,False
0.39239513050160857,0.23921965943134604,biolord,False
0.75,0.0,chemCPA,False
0.4556741163422941,0.5087318357320776,PRnet,False
0.7517580851462262,0.9951614185869544,PerturbDiff,False
0.5128570088122886,1.0,PrePR-CT,False
0.6245218122612819,0.2497921811158437,baseMean,False
0.7127703882095439,0.9898549732934346,chemCPA,False
0.8085630688400665,1.0,PerturbDiff,False
0.523824675224674,0.014790991387708414,MAP,False
0.5966891568672701,0.7377468246038065,MLP,False
0.5110356891603591,0.2711970727515981,XPert,False
0.7132431961081785,0.9934656412634175,cycleCDR,False
0.5321164552526472,0.24182453549363125,PRnet,False
0.663800023922164,0.9681457057297629,chemCPA,False
0.6642399442167013,0.7569134132839332,PRnet,False
0.5169286013413064,0.7875267366349076,LR,False
0.7182013773359934,1.0,PerturbDiff,False
0.5984150593581187,0.4922502050157068,MLP,False
0.6064748913333953,0.49188368793063597,STATE-ST,False
0.45579831191215153,0.493143344758249,LR,False
0.3888492609516006,0.46892392686301987,Squidiff,False
0.29788114161119333,0.9713311182787528,biolord,False
0.5531768058535232,0.7584997414697519,PRnet,False
0.18946432836361252,0.0,cycleCDR,False
0.6095197156748939,0.7413601167345655,chemCPA,False
0.7983098341040303,1.0,PerturbDiff,False
0.6278401186754281,0.4995125669725448,cycleCDR,False
0.39479207152372153,0.7426325368630223,baseMean,False
0.6801614414018834,0.0,LR,False
0.7183480676993806,1.0,CPA,False
0.43844064439633823,0.21546812341548635,LR,False
0.3664142829428152,0.49050077330004194,CPA,False
0.6485169270279804,0.9954279955208116,MLP,False
0.7460775261920645,0.27530798912294346,PRnet,False
0.7022953197101333,1.0,CPA,False
0.47056466122026336,0.2579020010606808,PerturbDiff,False
0.6814860244228461,0.9988205984526413,MAP,False
0.48613384520459535,0.5018688670674212,baseMean,False
0.6976808385504739,0.01991001193360734,chemCPA,False
0.6904574963947756,0.22529659970621538,biolord,False
0.7847024684477837,1.0,XPert,False
0.7173706056564985,0.9916988678580202,CPA,False
0.5668376348883233,1.0,STATE-ST,False
0.5702619383399243,0.7781637208554087,cycleCDR,False
0.29287809152446703,0.0,MLP,False
0.6645305202415202,0.989424434604157,baseMean,False
0.6999191513212774,0.040320410025862494,STATE-ST,False
0.6091869903575676,0.031743913306344046,MAP,False
0.704302205274261,0.023392129000821268,Squidiff,False
0.4193187425528747,0.5021393384408891,STATE-ST,False
0.4154757598517156,0.47081099690675976,LR,False
0.613661513460363,0.2127601316957666,MAP,False
0.16616487860207105,0.24313534357542876,PrePR-CT,False
0.84435098272395,0.7525990450327993,PrePR-CT,False
0.5101780525502038,1.0,PerturbDiff,False
0.6347818034203563,0.9774843742042499,MLP,False
0.775202608197797,0.21676114956064263,LR,False
0.37780708354603515,0.5063699472353195,biolord,False
0.6447197422450616,0.30018341164643664,MAP,False
0.916761924335188,0.2943536634492898,PerturbDiff,False
0.31392890657489664,0.504956448731842,MAP,False
0.5624464627699511,0.7387129578803028,STATE-ST,False
0.11713003036182061,1.0,LR,False
0.5213866017485624,0.0,MAP,False
0.819539390421956,0.5281016913981376,PerturbDiff,False
0.6371738303952379,0.4900915384247262,XPert,False
0.5389380512609814,0.7863440859106685,STATE-ST,False
0.29605292733338023,0.0,PerturbDiff,False
0.5585026771555482,0.491109626870312,XPert,False
0.7264983993023457,0.9778686203736459,PerturbDiff,False
0.4724556391725438,0.5035605625216556,chemCPA,False
0.14506827282827928,0.5107715238739463,CPA,False
0.5194350961670113,0.5099823990459854,cycleCDR,False
0.7244224106003744,0.755726852591693,XPert,False
0.609918850238036,0.7327079611491569,MLP,False
0.386284457630342,0.260886766446442,MAP,False
0.75,0.026152713385930778,Squidiff,False
0.6307767519009799,0.7567099921432366,MAP,False
0.3891066774224386,1.0,PerturbDiff,False
0.687263634920912,0.2384905750678877,cycleCDR,False
0.6967821716368411,0.9852861620368415,STATE-ST,False
0.22424442817278842,0.7628795091330403,chemCPA,False
0.5686494662018975,0.9705368698380736,biolord,False
0.647963443545432,0.47430435696259055,PrePR-CT,False
0.7540696070278352,0.490809695069647,LR,False
0.6872853773822957,1.0,XPert,False
0.7434910533338758,0.7377861727019627,MLP,False
0.75,0.0,baseMean,False
0.7962353985552882,0.5186690270482793,MLP,False
0.8384950846711154,0.23986336155182242,LR,False
0.75,0.0,PRnet,False
0.3280616534332543,0.4924072538277331,LR,False
0.660835598859719,0.9891561851916433,LR,False
0.65022701445335,1.0,PerturbDiff,False
0.6967372676144294,0.0,LR,False
0.9364806748473758,0.5039730086264027,baseMean,False
0.5808445631786407,0.007624571597687287,MLP,False
0.6043649832769807,0.49713370988462713,chemCPA,False
0.688869939574646,0.757384911998557,MAP,False
0.5988038424703156,0.4619208582691531,CPA,False
0.8490098476402577,1.0,biolord,False
0.7474193816001861,0.010077940440147492,CPA,False
0.23261925028203287,0.762017146626625,XPert,False
